0138    are too slick.
0139    With all that weight, you can't quite reach the bottom rung
0139    even if you jump with all your might. ( Which is depleted by the
0139    thin air.)
0140    The camera look around with it's sensor head, looks at amazing
0140    creatures nearby, and refuses to take a picture. Being itself
0140    electrical, it appears to be unimpressed with such mundane(?)
0140    creatures.
0141    In the distance you see many moving flashes of light, somewhat
0141    like large fireflies. If you try to approach them, they dart 
0141    away.
0142    You are now able to get closer to the flashing lights. It is
0142    clear that they are living creatures - or maybe "creatures"
0142    isn't quite the correct word. They seem to have no material
0142    substance at all - you can, for example see through most of the
0142    space one of them occupies. They are round balls about 30 
0142    centimeters across, whose spherical outer shells glow red or
0142    blue. A small white dot glows brightly in the center, and bolts
0142    of lightning shoot out to their outer rim. Although they must be
0142    creatures of pure energy, it is clear that they can move matter,
0142    as they usually travel on the ground, leaving trails behind. 
0142    Sometimes they can jump up a meter or two off the ground. It
0142    looks like contacting one of them might prove a shocking
0142    experience.
0142    (Since this area looks like Mars, we might as well call them
0142    Martians, even though the real Mars is light-years away.)
0143    Several Martians are sitting in the ?chairs? . It seems that
0143    they enjoy the gorgeous view here as much as you do.
0144    Several Martians can be seen going in and out of the little
0144    holes, which seem to be their homes. They can squeeze through
0144    openings somewhat smaller than their normal size.
0145    There are many Martians in the small building. Most of them are
0145    sitting on the stools, doing nothing. Some are hopping up and 
0145    down in a little dance, sometimes alone, sometimes together.
0145    When a red-rimmed one touches a blue-rimmed one a large display 
0145    of lightning occurs in both of them. One particularly bright one
0145    sits on the stool in the center of the room and emits sparks
0145    which reach several centimeters outside its normal rim. Close 
0145    observation shows that a sort of synchronism exists between the 
0145    flashes of all the inhabitants. The whole effect is that of an 
0145    unearthly (and silent!) disco.
0146    The inhabitants of the bar are having a rousing good time.
0146    (Probably better than you are!)
0147    There are numerous Martians sitting in the dimples in the hill. 
0147    They seem to be watching others in the bowl below, who (which?)
0147    are engaged in a game of hockey. They slide around the bowl
0147    trying to get control of the puck, or, barring that, attack 
0147    members of the opposing team (although to you they all look 
0147    alike).
0147    The object of the game appears to be to knock the puck out of
0147    the bowl through one of the three low spots in the rim.
0148    There is a game of hockey in the arena.
0149    There are several Martians here, taking out the garbage.
0150    Although you try to avoid them, you have touched one of the
0150    Martians. It was indeed a shocking experience.
0151    The Martians in the bowl are so pre-occupied with their game
0151    that they don't notice you until one bumps into you, generating
0151    huge sparks and the general effect of a lightning bolt.
0152    The air here is rather cold, very dry, and somewhat low on
0152    oxygen, leaving you a bit breathless.
0153    Don't spoil the environment any more. Go find the one you 
0153    already took.
0154    Just as it becomes dark, the flashing lights begin to out.
0155    Just as dawn begins, the flashing lights are all disappearing.
0156    You aren't near any bowl.
0157    The Martians don't like the idea of you disturbing their game.
0157    They prevent you from dropping the rock in their midst. They do
0157    this by electrocuting you.
0158    The boulder slides down the smooth surface and hits the puck,
0158    which slides up and out the other side of the bowl. The boulder
0158    comes to rest in the bottom.
0159    The boulder slides down the smooth surface and hits the puck,
0159    which slide up and almost, but not quite, out of the bowl. Both
0159    settle in the bottom.
0160    The boulder slides across the bowl and out the other side.
0161    The boulder slides across the bowl, almost but not quite popping
0161    out. It ends up at the bottom.
0162    Smash!!!! The boulder has pulverized all the other items you
0162    left in the bowl!
0163    There's something in the center, but you can't tell what.
0164    As you reach for the diamond, it falls out of its mount, lands
0164    on a rock, and shatters into dust.
0165    As you reach for the diamond, it falls out of its mounting,
0165    landing safely on the moss.
0166    You have put yourself right in the focus of all those mirrors, 
0166    which follow the suns. You are burned to a crisp.
0167    I'm afraid that trying to contact these creatures is not a very
0167    likely event. They don't seem at all interested in you (unless
0167    you bother them).
0168    Martians? What Martians? You must be suffering from some sort
0168    of hallucinations.
0169    Several moving lights begin to appear around the bowl where you
0169    are stuck. Some of them are getting close so you can see that
0169    they are living creatures - or maybe "creatures" isn't quite the
0169    correct word. They seem to have no material substance at all -
0169    you can, for example, see through most of the space one of them
0169    occupies. They are round balls about 30 centimeters across,
0169    whose spherical outer shells glow red or blue. A small white dot
0169    glows brightly in the center, and bolts of lightning shoot out
0169    to their outer rim. 
0169    Although they must be creatures of pure energy, it is clear that
0169    they can move matter, as they usually travel on the ground,
0169    leaving trails behind. Sometimes they can jump up a meter or two
0169    off the ground. It looks like contacting one of them might prove
0169    a shocking experience. It appears that you have gotten yourself
0169    stuck in the bottom of their stadium. They are preparing to play
0169    some sort of game.
0169    (Since this area looks like Mars, we might as well call them
0169    Martians, even though the real Mars is light-years away.)
0170    The barrier is miles high. You can't get over it.
0171    The Martians, wishing to help you out of your predicament (and
0171    also clear their hockey arena), try to push you out of the bowl.
0171    However, their energetic manner of doing this is not compatible
0171    with your nervous system. 
0172    Your object hits the barrier, is slowed to a crawl by some sort
0172    of friction, and slowly drops to the ground.
0173    The inside of the holes is pitch black, but through the daytime
0173    glare you can see some red, blue and white lights flickering in
0173    the corners.
0174    No one is home.
0175    Anything you could use is already there.
0176    There's nothing special about these particular stools.
0177    Most of the stools are nothing special. But as you approach
0177    the one in the center, a spark jumps out from the metal knob and
0177    shocks you.
0178    Better not! You'd spend several turns in jail!
0179    Choke! Gasp! Aargh! Your stomach feels rather queasy.
0180    Ummmm. Delicious.
0181    That didn't seem to agree with you too well.
0182    You can't eat that.
0183    The Space Patrol wouldn't approve at all!!!!!
0184    The cold clear water is delicious!
0185    I can't seem to find them.
0186    You're carrying them.
0187    You're wearing them.
0188    They're too heavy.
0189    You're not wearing them.
0190    Okay, you're now wearing them.
0191    They're already there.
0192    They won't fit.
0193    There's nothing special about them.
0194    You will have to take them off first.
0195    You don't have them.
0196    With what? Your fingernails?
0197    You don't have any sapphire!
0198    The sapphire is all rounded. It can't cut anything.
0199    You don't have any diamond!
0200    I don't see any window here!
0201    Somebody already destroyed the plate glass window.
0202    As you finish scratching a circle in the glass, it breaks loose,
0202    falling safely on the sandy ground on the other side of the 
0202    wall.
0203    Going around vandalizing things won't help you win the game!
0204    Perhaps you're thinking of using the wire as a rope?
0204    It's intended as an electrical appliance, nothing else.
0205    There's no tower here!
0206    There's no knob here!
0207    That was a shocking experience!
0208    I would hope that all Space Patrol members were upstanding!
0209    If you wish!
0210    I see no purpose in that!
0211    While carrying it? That's too recursive for me!
0212    You are standing on a plate of glass.
0213    I see no wire here.
0214    You can't take the center of the wire. Go find an end.
0215    A long wire runs along the trail.
0216    As you walked, you picked up the wire.
0217    As you walk, the wire trails out behind.
0218    You have reached the end of the wire. 
0219    You have now collected all the wire.
0220    The Space Patrol does not approve of sitting down on the job!
0221    Oops! You have attempted to sit in an electric chair!!!
0222    These stools were obviously not made for the human rump.
0222    You almost got stuck in one!
0223    This door does not use a key.
0224    There's no door in the doorway.
0225    You're not at that door.
0226    The door is already open.
0227    The door is already shut.
0228    The door is locked.
0229    The door is not locked.
0230    That can't be opened or shut.
0231    It's now open.
0232    It's now shut.
0233    That can't be locked or unlocked!
0234    How? You must tell me.
0235    There's no keyhole!
0236    Watch what you touch! It might bite!
0237    Nothing happens.
0238    Click!
0239    You bump your nose as you attempt to walk through the 
0239    closed door.
0240    You have already broken the window! The object sails through.
0241    The rock bounces harmlessly off.
0242    Nothing happens to the window; your object is a bit dented.
0243    There is a gaping hole in the undergrowth where you took the
0243    last piece. Don't do any more damage. Go find the other one.
0244    The trees here are quite similar to earthly oaks. You can climb
0244    them easily. After climbing several, it is clear that there is
0244    nothing of interest there.
0245    There are no trees here!
0246    As you try to enter the yellowish-green area, a strong odor of
0246    chlorine gas drives you back. 
0246    Going into it would be (permanently) fatal.
0247    The water pours out on the ground and disappears.
0248    The bag is intended to be filled with water. Don't empty it.
0249    That's not the way to activate the camera. Look at the camera
0249    more closely.
0250    You should describe it better.
0251    FUNCTION NOT IMPLEMENTED
0252    YOU HAVE UNCOVERED A PROGRAM BUG.
0253    Do you have a VT-100, VT-220, or compatible terminal?
0253    If so, answer Y for a status line.
0254    You don't have to bother opening or closing containers;
0254    I can do it for you.
0255    Let's don't just sit here. Go exploring.
0256    The loose end of a wire
0257    The wire doesn't quite reach to the edge of the bowl.
0258    The room you were about to enter was pitch black. It is very
0258    dangerous to go there. You might bump into a poison insect or
0258    spider.
0259    The grape vines seem to be growing up your legs. They hold you
0259    fast. You seem to be stuck.
0260    You're not a rabbit!
0261    You seem to have slipped down the pole and impaled yourself on a
0261    stick. 
0262    You can't. The pole is much too slick to climb.
0263    The sticky stuff you put on the pole helped you get down, but 
0263    it's not good enough to let you go up.
0264    As you attempt to pass the hive the bees swarm about you making
0264    threatening motions. It's far too dangerous to proceed.
0265    As you enter the barrier, a powerful wind drives you back.
0266    You seem to have missed a step. After a long fall you have
0266    reached the bottom of the bottomless pit. Needless to say,
0266    this was not an activity to be repeated. 
0267    You couldn't go up without falling into the bottomless pit.
0268    You need a container to put it in.
0269    The strong current prevents going up.
0270    You seem to be stuck in a tight hole.
0271    You try, but the hole is too slippery.
0272    You bump your nose on the door attempting this feat.
0273    That's not going to help you win the game!
0274    It's full of water.
0275    It has something valuable in it. Better not.
0276    Better not. It already has a liquid in it.
0277    Use "fill" or "pour" to transfer liquids.
0278    You must tell me what to fill it with.
0279    The latex congeals into a blob and lands on the ground.
0280    Sitting on a platform halfway up the pole and hissing vigorously
0280    is a large black cat.
0281    The way is blocked by the ventilation louver.
0282    The louver crumples up. The way is now open.
0283    While you dig in the rabbit hole the area around it collapses,
0283    almost depositing you in a bottomless pit.
0284    There is no buried treasure here. Have you seen a pirate?
0284    How can there be buried treasure without a pirate?
0285    Attacking such harmless creatures is not nice. Save your
0285    aggression for really nasty ones.
0286    Watch it! Curb your aggression!
0287    The cat jumps from the knapsack to your shoulder and purrs
0287    contentedly.
0288    The cat says "meoooooooowwww".
0289    The cat purrs.
0290    The cat notices the signs of mice, hops to the ground, and
0290    starts looking in all the boxes. It doesn't find a mouse, but
0290    does discover an object like a video-game cartridge, which it
0290    drops at your feet.
0291    The robot is in the jungle. Nearby is a rubber tree.
0292    Whiz. Click. Whirr. The robot departs.
0293    The robot is on a jungle path.
0294    The robot is in an open field west of the greenhouse.
0295    The robot is at the antenna farm. It seems to be examining
0295    the base of a large dish antenna.
0296    The robot is at the north end of the greenhouse.
0297    The robot is at the aisle junction in the greenhouse.
0298    The robot is at the south end of the greenhouse.
0299    The robot refuses to move. It would get have real trouble if it
0299    tried to go there.
0300    The robot is in a fruit garden.
0301    The vines explode in an orgy of growth. They continue growing
0301    for several minutes, but then, exhausted of nutrients, shrivel
0301    up and die.
0302    Your attacks only excite the vine to a tighter grip.
0303    You can't -- one of the vine's tendrils has plugged you up!
0304    The robot is in a large aviary, filled with birds.
0305    That was no help! The vine is now on your arms.
0306    The vine grows several more tendrils. Both of your feet are now
0306    firmly rooted to the ground.
0307    Attacking a Martian in any way is likely to get you burned to a
0307    crisp!
0308    You never could learn to throw a baseball accurately when you
0308    were in Little League, and your aim now is worse. 
0309    Glass is harder than steel - ergo - steel can't cut glass.
0310    The previously black video screen comes to life. After a few
0310    seconds a picture becomes visible: the inside of the north end
0310    of the greenhouse! Soon you realize that the view comes from the
0310    robot there. 
0310       
0310    Then a disembodied voice, clearly computer-generated but
0310    obviously imitating the voice of your ship's communication
0310    officer Nelson says:
0310      
0310                     At your service!
0311    The cartridge is stuck in the slot.
0312    You have managed to reduce your size enough that you can get
0312    free from your trap. That was a "close" call!
0313    Aaaaahhhhh!
0314    You have no way to communicate with the robot.
0315    The robot can't do that.
0316    The robot departs.
0317    The robot whirrs up to you.
0318    The camera beeps, flashes, and then emits a photo of the
0318    ferret family.
0319    The camera flashes, emits a loud "eeeekkk", and eventually
0319    deposits a photo of the paintings on the ground.
0320    The camera creaks, grinds, and finally says "ERROR-F-EEPROM
0320    fatal parity error", deposits a badly overexposed photo on
0320    the ground, then announces "ROMEXEC-F-DEAD replace entire
0320    camera".
0321    You feel a bit faint.
0322    You fell quite faint and somewhat nauseous.
0323    You are extremely nauseous and you hair seems to be falling out.
0324    You are near death.
0325    You are dead. Permanently, totally dead. My condolences.
0326    You are feeling a bit better.
0327    You are feeling almost normal.
0328    You are finally feeling normal again.
0329    You don't have the hammer.
0330    You're such a klutz that you couldn't hit a wall with that
0330    heavy thing.
0331    OK, you have destroyed it.
0332    Objects around here are pretty strong. You leave it undamaged.
0333    In place of the glowing sphere, you now find remaining the
0333    largest of the glowing beads that were inside.
0334    The cat lands on its feet, purrs, and begins to lick its fur.
0335    Thump! The prodigious boom resounds through the valley.
0336    Cleanliness is next to holiness!
0337    The seed explodes like a hand grenade. A cloud of tiny spores
0337    fills the air, nearly choking you. Pieces of shell make tiny
0337    cuts on your exposed skin. You are temporarily blind and deaf.
0337    The cloud is apparently somewhat poison, as you feel a bit sick.
0337    Eventually you recover. 
0338    The seed explodes like a hand grenade. A cloud of minute spores
0338    fills the air, nearly choking you and the poor ferrets. Bits of
0338    shell make tiny cuts on your exposed skin. You are temporarily
0338    blind and deaf. The ferrets fall over clutching their eyes. They
0338    are in much worse shape than you.
0338    The cloud is apparently somewhat poison, as you feel a bit 
0338    nauseous. Eventually you recover. 
0339    You notice that the vines seem to come alive. They make little
0339    curling motions; they seem to be moving in your direction.
0340    The seed explodes like a hand grenade. A cloud of tiny spores
0340    fills the air, nearly choking you and the poor ferret. 
0340    Pieces of shell make tiny cuts on your exposed skin. You are 
0340    nearly blinded. The ferret falls over clutching his glowing
0340    eyes. He is not so happy either.
0340    The cloud is apparently somewhat poison, as you feel a bit weak.
0340    Eventually you recover. 
0341    The flowers seem to be moving so that sunlight falls on the 
0341    seed. Some light spills over and hits you. The focusing effect
0341    is strong enough that you get sunburned.
0342    The robot says, "that's too complicated for me!".
0343    The robot says, "as you can see, I have only one arm".
0344    The robot buzzes a bit, lights flash, but it is unable to do
0344    anything.
0345    The robot takes it.
0346    The robot drops it.
0347    The robot says "I don't seem to have it".
0348    The robot washes it, using water from its tiny hose.
0349    The robot waters it, using water from its tiny hose.
0350    The robot sees:
0351    It isn't the right shape.
0352    It is too heavy for the robot's delicate clasper.
0353    As the robot enters the area of chlorine containing air the
0353    flower it was carrying slowly wilts and then falls to the 
0353    ground.
0354    The robot replies "It means 'DEET'"
0355    The robot replies "It means 'metol'"
0356    The robot replies "It means 'hypo'"
0357    The robot replies "It means 'chemicals'"
0358    The robot replies "It means 'darkroom'"
0359    The robot replies "It means 'director'"
0360    The robot replies "It means 'control'"
0361    The robot replies "It means 'storage'"
0362    The robot replies "It means 'Terran'"
0363    The robot replies "It means 'Cygnan'"
0364    The robot replies "That is already Terran!"
0365    The previously black video screen comes to life. After a few
0365    seconds a picture becomes visible: the inside of the north end
0365    of the greenhouse! Soon you realize that the view comes from the
0365    robot there. 
0365       
0365    Then a disembodied voice, clearly computer-generated, says:
0365
0365                    Zg Blfi Hvierxv
0366    The robot says, "Fhv gsv xzigirwtv uli blfi ozmtfztv!"
0367    You are getting a bit hungry. 
0368    You are ravenously hungry. Better eat something soon.
0369    If you don't eat soon, you will faint from hunger.
0370    As you touch the cactus you slowly feel another mind impinging
0370    on yours. It is as if the cactus had a mind of its own (which
0370    it does) and you were sharing in its dreams.
0370    You see a desolate, dry plain covered with many immense cacti,
0370    interspersed with low shrubs. Small animals such a rabbits and
0370    small deer browse in the shrubs. The sky is a dull gray color,
0370    lighted by a single weak pointlike star. Slowly a great 
0370    thunderstorm begins to develop over the nearby mountains. You
0370    realize that now your mind is now in contact with many thinking
0370    cacti, all bent on one task: causing by sheer mental power the
0370    storm to move over to the arid plain. Slowly the force takes
0370    effect. The storm slowly moves over and waters the cacti.
0370    Finally you feel exhaltation as the cacti rejoice over their
0370    successful effort. 
0370    Slowly the dream fades. 
0371    As you touch the cactus you slowly feel another mind 
0371    impinging on yours. It is as if the cactus had a mind of its own
0371    (which it does) and you were sharing in its dreams.
0371    You catch a vague remembrance of times when this very mind was
0371    not rooted to the earth, but was free to move around.
0371    You realize that it was once an animal, remotely similar to
0371    yourself, on a world completely filled with other such
0371    creatures. You see a vision of great cities filled with great
0371    works. Then the dream turns to nightmare: some nameless blight
0371    has caused mass madness throughout its world. You sense cities 
0371    in flames, riots, mass destruction. Then, suddenly the cactus's
0371    dream changes: you realize that now it dreams of a perfectly 
0371    ordinary existence as a cactus, here in this very valley.
0371    Eventually the dream fades.
0372    To the east, through the barrier, is a blue world of ponds,
0372    filled with strange blue plants floating on the surface or
0372    growing on small islands. Among them grow strange tall
0372    flowering plants and ordinary ferns. Occasionally you see a
0372    large crab-like object crawl out of the pool and browse on the
0372    plants. At other times several crabs will get on one island and
0372    engage in what appears to be some sort of animated conversation.
0373    The area to the east of the barrier, where the crabs previously
0373    lived, titanic forces are now at work clearing away all traces 
0373    of them. The water has disappeared amid huge cylindrical clouds
0373    of dust, like great tornadoes, which move very slowly over the 
0373    area leveling and reshaping the contour of the land. Where 
0373    before was a land of water is now being created a barren new 
0373    landscape of hills and dry gullies.
0374    The area to the east is now quiet. It looks like it had been
0374    landscaped by bulldozers for a golf course, but nothing had been
0374    planted.
0375    The area to the east of the barrier is now quiet. It looks like
0375    a newly landscaped lawn, with newly planted trees amid vast
0375    of newly laid-down sod. There are no animals, no birds, no other
0375    of the myriad little things that move about a natural 
0375    environment. 
0375    Then you notice off in the distance, obscured a bit by the
0375    distortions imposed by the barrier, a large man-sized reptile
0375    walking around. It seems to be as intrigued by the newly
0375    constructed area as you are.
0376    As you push the button, you feel a weak shaking of the ground,
0376    as if you had started an earthquake. It doesn't quite get to
0376    that point, but does develop into a powerful low-pitched
0376    rumble being transmitted through the earth.
0377    You notice that the rumble in the earth has decreased in 
0377    intensity a bit. It is now barely noticeable.
0378    The rumble in the earth suddenly ceases.
0379    There is no antenna here.
0380    I see no cable here.
0381    There already is a cable attached to the antenna.
0382    The camera says "I can't focus on that subject. It does appear
0382    interesting, though."
0383    You seem to have made a bad mistake. A large red sign appears,
0383    obviously a warning, and then a gong sounds.
0383    A previously unseen door slides into place sealing you in the
0383    room. Slowly it gets hotter and hotter. You begin to cook.
0383     
0383    Just for your information, since it won't matter to you, you
0383    just pushed the doomsday button, causing the blue star to go
0383    nova. Soon the whole planet melts, you along with it.
0383     
0383    Your final score is -1,000,000.
0383    This gives you a ranking of menace to the galaxy.
0384    Your lack of food caused you to faint. While you were out, a
0384    poisonous bug crept up and bit you.
0385    Not with your bare hands you don't!
0386    It's closed and you don't have xray vision.
0387    You can't turn that.
0388    I don't see a dial here.
0389    You must use the dials.
0390    It is already shut.
0391    There is no switch.
0392    Which one? Right or left?
0393    Turn it to what number?
0394    It only goes from 0 to 999.
0395    The box pops open.
0396    It falls into the funnel and disappears forever.
0397    The water level is now within the correct range.
0398    The machine comes to life, whirrs and creaks a few moments,
0398    and deposits a piece of film in the hopper.
0399    The red light is out and the green one on.
0400    The green light is out and the red one on.
0401    Nothing will fit in this opening except the film cassette.
0402    The water disappears into the funnel.
0403    One item at a time please.
0404    Inside the box appear to be two small discs of something.
0404    It can be seen that the correct positions of the dials
0405    The ferrets are not at all happy that you took one of their 
0405    icons. The nearest one rushes over to you and takes it back.
0405    He snarls at you with his sharp teeth at you and then goes back
0405    to work.
0406    The ferrets have now also recovered.
0407    The object slowly sinks in the mud and is gone.
0408    The object melts in the fire and vanishes.
0409    A small but noticeable change slowly occurs in the disc and
